,product_id,product_url,product_name,image_url,price_raw,price,specs,description,company_url,company_name,company_location,rating,rating_count,gst_number,iec_number,exports_to,badges
0,2853890495148,https://export.indiamart.com/products/?id=2853890495148&pos=1&kwd=industrial%20machinery&tags=A||||8228.275|Price|product||-|-res:RC3|ktp:N0|stype:attr=1|mtp:SP|wc:2|qr_nm:gd|cs:13957|com-cf:nl|ptrs:na|mc:30693|cat:164|qry_typ:P|lang:en|rtn:0-0-0-0-3-7-0|qrd:250905|mrd:250801|prdt:250905,Customised Machines Equipment - Labh Group,https://5.imimg.com/data5/SELLER/Default/2024/4/410126877/DJ/SV/JE/3651682/customised-machines-custom-made-equipment-1000x1000.jpg,$ 17019.48,17019,"{'Type of Machine': 'Custom made depends on requirement', 'Machine Material': 'Mild Steel', 'Phase': '3 phase', 'Power Source': 'Electric', 'Voltage': '440 V', 'Country of Origin': 'Made in India', 'Function': 'To serve special purpose of customer', 'Application': 'Industrial', 'Main Motor': 'Havells - India or equivalent', 'Gear Box': 'Elecon - India or equivalent', 'Switch Gears': 'Schneider - France or equivalent'}","Best quality Customised Machines - Custom Made Equipment from Labh Group - A Global leader with 30+ years of rich experience with presence in 100+ countries and serving 10,000+ delighted customers across the globe!       >> Salient features of Customised Machines - Custom Made Equipment       • Available in various sizes and capacities to suit different production requirements   • Aesthetically and ergonomically build machine for best performance   • Produced in an advanced state of the art manufacturing facility   • Latest technology for better performance and improved efficiency   • World class bought out items for optimum operations   • Designed to work 24 hours, round the clock   • Operator friendly machine, hence easy to operate and maintain    • Low maintenance and operating cost   • Sturdy design to ensure long life and trouble-free operation       >> Why to buy Customised Machines - Custom Made Equipment from Labh Group?       • Most competitive price   • Best Quality Product   • Complete turn-key solutions   • 1 + 1 year extended warranty   • Smooth installation & commissioning   • Lifetime support       Labh Group is a global engineering and technology-driven conglomerate with headquarter in India. We provide complete end-to-end next-generation smart, innovative turn-key solutions to diverse industries across the globe. With 30+ years of rich experience and presence in 100+ countries, we have helped 10000+ customers to excel and outperform in their industry. Please visit our corporate website labhgroup.com to know what we do and how we can help to grow your business!       #Rubber_Processing_Machines #Rubber_Moulding_Machine #Rubber_Extruder #Rubber_Press_Machine   #LabhGroup #Turnkey_Projects #Turnkey_Solutions",https://export.indiamart.com/company/labhgroup-plant-machinery/,,,,,,,[],[]
1,19258774573,https://export.indiamart.com/products/?id=19258774573&pos=2&kwd=industrial%20machinery&tags=||||8769.508|Price|product||-|-res:RC3|ktp:N0|stype:attr=1|mtp:SP|wc:2|qr_nm:gd|cs:13957|com-cf:nl|ptrs:na|mc:30693|cat:164|qry_typ:P|lang:en|rtn:0-0-0-0-3-7-0|qrd:250905|mrd:250801|prdt:250905,"Rigid Box Making Machine, For Industrial, 2-10 KW",https://5.imimg.com/data5/SELLER/Default/2023/5/309363032/LP/DC/GY/182103/rigid-box-making-machine-1000x1000.jpg,$ 6807.79,6807,"{'Power Consumption': '2-10 kW', 'Material': 'Mild Steel', 'Voltage': '220-440 V', 'Power Source': 'Electric', 'Automation Grade': 'Automatic', 'Usage/Application': 'Industrial', 'Phase': '3 Phase'}","This is flat bed grooving machine used for the production of Rigid Boxes,Wedding Invitations,Case Making,Photo Albums and other such applications.",https://export.indiamart.com/company/nbg-printographic/,,,,,,,[],[]
2,21960681348,https://export.indiamart.com/products/?id=21960681348&pos=3&kwd=industrial%20machinery&tags=||||8581.569|Price|product||-|-res:RC3|ktp:N0|stype:attr=1|mtp:SP|wc:2|qr_nm:gd|cs:13957|com-cf:nl|ptrs:na|mc:30693|cat:164|qry_typ:P|lang:en|rtn:0-0-0-0-3-7-0|qrd:250905|mrd:250801|prdt:250905,"Anil Enterprises Mild Steel Bamboo Flattening Machine, For Industrial",https://5.imimg.com/data5/UM/GH/HY/SELLER-313774/bamboo-flattening-machine-1000x1000.png,$ 2893.31,2893,"{'Usage/Application': 'Industrial', 'Brand': 'Anil Enterprises', 'Material': 'Mild Steel', 'Automation Grade': 'Semi-Automatic', 'Voltage': '440 V', 'Phase': '3 Phase', 'Frequency': '50 Hz', 'Surface Finish': 'Color Coated'}",We are engaged in offering to our clients. Our range of all products is widely appreciated by our clients.,https://export.indiamart.com/company/anilbamboomachines/,,,,,,,[],[]
3,23906626730,https://export.indiamart.com/products/?id=23906626730&pos=4&kwd=industrial%20machinery&tags=||||8228.275|Price|product||-|-res:RC3|ktp:N0|stype:attr=1|mtp:SP|wc:2|qr_nm:gd|cs:13957|com-cf:nl|ptrs:na|mc:30693|cat:164|qry_typ:P|lang:en|rtn:0-0-0-0-3-7-0|qrd:250905|mrd:250801|prdt:250905,"Diya Industries Electric Paper Napkin Making Machine, For Industrial, Capacity: 500 Pieces/Hour",https://5.imimg.com/data5/ANDROID/Default/2022/7/NG/CS/DQ/132190003/prod-20220708-1523115916234277413392921-jpg-1000x1000.jpg,$ 6240.48,6240,"{'Usage/Application': 'Industrial', 'Brand': 'Diya Industries', 'Driven Type': 'Electric', 'Capacity': '500 Pieces/hour', 'Automation Grade': 'Automatic', 'Voltage': '320V', 'Motor Power': '2.5 HP', 'Frequency': '50 Hz', 'Country of Origin': 'Made in India'}",WE ARE LEADING MANUFACTUERE AND SUPPLIER FOR PAPER NAPKIN MAKING MACHINE AND WE RE DEALING WITH ALL OVER INDIA AND EXPORTER .,https://export.indiamart.com/company/diya-industries-ahmedabad/,,,,,,,[],[]
4,23720877230,https://export.indiamart.com/products/?id=23720877230&pos=5&kwd=industrial%20machinery&tags=||||8584.299|Price|product||-|-res:RC3|ktp:N0|stype:attr=1|mtp:SP|wc:2|qr_nm:gd|cs:13957|com-cf:nl|ptrs:na|mc:30693|cat:164|qry_typ:P|lang:en|rtn:0-0-0-0-3-7-0|qrd:250905|mrd:250801|prdt:250905,"Welding Electrode Production Machine, For Industrial",https://5.imimg.com/data5/SELLER/Default/2023/6/314261895/GR/CA/NY/745794/welding-electrode-production-machine-1000x1000.jpg,$ 11498.08,11498,"{'Usage/Application': 'Industrial', 'Phase': '3 Phase', 'Cooling': 'Forced Air', 'Weight': '0.5 -1 Ton', 'Product Type': 'New', 'Usages': 'Making Welding Rods', 'Air Pressure': '0.6~0.8 MPa', 'Web Plate Thickness': '5-12 mm', 'Motor Power': '18.5 kW', 'port of Dispatch': 'Chennai / Cochine / Tuticorin', 'Country of Origin': 'Made in India'}","We are the leading manufacturer and supplier of Welding Electrode Production Line, we are dealing with foreign and domestic buyers and expecting responses from location like African Region Countries , United States   Welding electrode plant and machinery consists various type of machines Like Extrusion Press, Wire Feeder, Main Conveyor, Unload Conveyor, Slug press, Wire Straightening & Cutting Machine, De - Coating Machine, Oven, Dry Mixer & Wet Mixer.   Specifications:   Specification   Capacity(Tonnage)   Vertical Extrusion Plant   3 Ton   5 Ton   8 Ton   12 Ton   Horizontal Extrusion Plant",https://export.indiamart.com/company/gangaamachines/,,,,,,,[],[]
5,24320276397,https://export.indiamart.com/products/?id=24320276397&pos=6&kwd=industrial%20machinery&tags=||||8303.209|Price|product||-|-res:RC3|ktp:N0|stype:attr=1|mtp:SP|wc:2|qr_nm:gd|cs:13957|com-cf:nl|ptrs:na|mc:30693|cat:164|qry_typ:P|lang:en|rtn:0-0-0-0-3-7-0|qrd:250905|mrd:250801|prdt:250905,"Stainless Steel Vibro Screen Machine, For Industrial, Capacity: 500 - 1000 Kg/Hr",https://5.imimg.com/data5/SELLER/Default/2024/5/420724610/EZ/PH/ZM/2575645/vibro-screen-machine-1000x1000.jpg,$ 1134.63,1134,"{'Capacity': '500 - 1000 Kg/Hr', 'Material': 'Stainless Steel', 'Motor Power': '2 HP', 'Usage/Application': 'Industrial', 'Automation Grade': 'Automatic', 'Voltage': '440 V', 'Frequency': '50Hz', 'Phase': 'Three Phase'}","PIVT Vibro Screen adjusts the amplitude by tube-shaped violent vibration screen of eccentric shaft and eccentric blocks. The body moves like a circle, in order to make the materials screened. We are offering a wide range of Vibro Graders to our clients that are offered in various dimensions as per their specifications. These graders are known for their rigid construction, versatility, efficiency and low maintenance. These are playing an active role in grading food grains. Our clients can avail them at competitive prices.  Vibro Screen is widely used for grading and screening materials in the following fields: minerals, quarry, building materials, water conservancy and hydropower, transportation, chemical industry, smelting and so on.  Feature : - Reliable, Robust and easily adjustable. - High performance and durability. - Simple Construction - Maintenance Free - Accurate Separation - Easy to Operate  Application : - Agro Products - Food Industry - Chemical Industry - Metal Powder - Refractory - Minerals Industries - Rubber Industries - Ceramics Plant - Plastics Industries - Others",https://export.indiamart.com/company/panindiavibration-technic/,,,,,,,[],[]
6,2855848960230,https://export.indiamart.com/products/?id=2855848960230&pos=7&kwd=industrial%20machinery&tags=||||8281.036|Price|product||-|-res:RC3|ktp:N0|stype:attr=1|mtp:SP|wc:2|qr_nm:gd|cs:13957|com-cf:nl|ptrs:na|mc:30693|cat:164|qry_typ:P|lang:en|rtn:0-0-0-0-3-7-0|qrd:250905|mrd:250801|prdt:250905,"Pedal Sealer Machine In Industrial Park, Model Name/Number: Tajpack",https://5.imimg.com/data5/SELLER/Default/2025/2/491754703/WL/WF/MN/1205212/pedal-sealer-machine-in-industrial-park-1000x1000.jpg,$ 165.11,165,"{'Model Name/Number': 'TAJPACK', 'Driven Type': 'Pedal', 'Automation Grade': 'Manual'}",pedal sealerpedal sealer machinefoot pedal sealerfoot pedal sealer machinehands free foot pedal sealer machinefoot operated impulse pedal sealermanual pedal sealerheavy duty pedal sealerpedal impulse sealerfoot pedal heat sealerfoot sealerfoot sealer machineimpulse foot sealerhot bar foot sealerfoot sealer sealing machinepneumatic foot sealerfoot pedal sealerfoot operated sealerfoot impulse sealerfoot operated impulse sealerfoot pedal sealerfoot pedal sealer machinehands free foot pedal sealer machinefoot pedal heat sealerfoot operated impulse pedal sealerpedal foot sealerfoot pedal impulse sealersf 400 foot pedal impulse sealerfoot operated pedal heat sealer machine,https://export.indiamart.com/company/mandsorwalapackinghouse/,,,,,,,[],[]
7,20049253773,https://export.indiamart.com/products/?id=20049253773&pos=8&kwd=industrial%20machinery&tags=||||8589.932|Price|product||-|-res:RC3|ktp:N0|stype:attr=1|mtp:SP|wc:2|qr_nm:gd|cs:13957|com-cf:nl|ptrs:na|mc:30693|cat:164|qry_typ:P|lang:en|rtn:0-0-0-0-3-7-0|qrd:250905|mrd:250801|prdt:250905,"Semi-Automatic Industrial Coco Log Machine, Production Capacity: 8 To 10 Metres / Hour, Capacity: 100 Tonne",https://5.imimg.com/data5/SELLER/Default/2022/11/XS/GZ/VZ/362991/industrial-coco-log-machine-1000x1000.jpg,$ 4379.68,4379,"{'Capacity': '100 Tonne', 'Production Capacity': '8 to 10 Metres / Hour', 'Automatic Grade': 'Semi-Automatic', 'Power Consumption': '5 HP', 'Material': 'Mild Steel & SS', 'Power Source': 'Hydraulic', 'Machine Type': 'Automatic', 'Condition': 'New', 'Raw Material Processed': 'Coir Fiber (Coco Fiber)', 'Output Ball Size': '30 ,40 & 50 CM Log', 'Automation Grade': 'Automatic', 'Raw Material': 'Coco Peat,Coir Pith', 'Usage/Application': 'Soil Erosion Prevention', 'Packaging Type': 'Coir Packing', 'Place Of Origin': 'India', 'Size (cm)': '30 ,40 & 50 CM Log'}","With the help of an efficient workforce, we are capable of providing our clients with a superlative range of Industrial Coco Log Machine. These products are fabricated to meet with the global quality standards. Furthermore, these are subjected to strict parameters so as to ensure its superior quality. Customers can avail these products from us at market-leading prices.",https://export.indiamart.com/company/essar-engineers/,,,,,,,[],[]
8,2854605340030,https://export.indiamart.com/products/?id=2854605340030&pos=9&kwd=industrial%20machinery&tags=||||8752.144|Price|product||-|-res:RC3|ktp:N0|stype:attr=1|mtp:SP|wc:2|qr_nm:gd|cs:13957|com-cf:nl|ptrs:na|mc:30693|cat:164|qry_typ:P|lang:en|rtn:0-0-0-0-3-7-0|qrd:250905|mrd:250801|prdt:250905,"50 - 60 HP Welded Wire Mesh Machine, For Industrial",https://5.imimg.com/data5/SELLER/Default/2024/10/459403526/PR/MZ/PJ/12756731/welded-wire-mesh-machine-1000x1000.jpg,$ 21558.01,21558,"{'Usage/Application': 'Industrial', 'Brand': 'Secure Fencing Machine', 'Power Consumption': '50 - 60 HP', 'Automation Grade': 'Automatic', 'Power Source': 'Electric', 'Product Type': 'Welded Wire Mesh Machine', 'Country of Origin': 'Made in India', 'Mesh Size': '17 MM', 'Transformer': '5 x 100 KVA'}",Features :   Machinee Size :- 6ft / 7ft Main Welding Machine Electric Panel Auto Cross Wire Feeding System Auto Coiling System Cross Wire Pay-Off Stand Working Platform Repair Welding Table With Coiler,https://export.indiamart.com/company/mahaveera-wirenetting-industries-new-delhi/,,,,,,,[],[]
9,26278942097,https://export.indiamart.com/products/?id=26278942097&pos=10&kwd=industrial%20machinery&tags=||||8228.275|Price|product||-|-res:RC3|ktp:N0|stype:attr=1|mtp:SP|wc:2|qr_nm:gd|cs:13957|com-cf:nl|ptrs:na|mc:30693|cat:164|qry_typ:P|lang:en|rtn:0-0-0-0-3-7-0|qrd:250905|mrd:250801|prdt:250905,"Stainless Steel Two Arm Bi Axial Rotational Moulding Machine, For Industrial, Capacity: 1000x2",https://5.imimg.com/data5/SELLER/Default/2022/9/SN/ZE/CF/2651328/whatsapp-image-2022-08-14-at-7-00-46-pm-1--1000x1000.jpeg,$ 21558.01,21558,"{'Material': 'Stainless Steel', 'Usage/Application': 'Industrial', 'Capacity': '1000x2', 'Machine Type': 'Two Arm Bi axial machine', 'Warranty': '1 year', 'Voltage': '415', 'Frequency': '50 Hz', 'Application': 'water tank making', 'Country of Origin': 'Made in India'}","Bi Axial Rotomoulding Machine Is Made By N-line Roto Plast Formerly Known as Neelam Roto Plast. Bi-Axial Rotomoulding Machines is also manufactured by our organization under the supervision of our skilled professionals that allow us in manufacturing defect-free range of products. These machines are helpful in serving various industrial applications. These products are widely accepted in the market for low maintenance, best quality, and longer functional life.  Neelam Roto Plast Bi-Axial Machine Product Range:  Single Arm Bi-Axial Machine Two Stright Arm Bi-Axial Machine Three Arm Bi-Axial Machine Four Arm Bi-Axial Machine Clam Shell Bi-Axial Machine Offset Arm Bi-Axial Machine  Feature:  Longer functional life Minimum maintenance Optimum performance High Production Low fuel consumption Easy to operate",https://export.indiamart.com/company/neelamrotoplast/,,,,,,,[],[]
